         47362941 function calls in 230.911 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8116    0.016    0.000    0.016    0.000 {built-in method groups}
       65    0.000    0.000    0.000    0.000 {built-in method group}
     8116    0.045    0.000    0.045    0.000 {built-in method match}
    85/22    0.001    0.000    0.028    0.001 {built-in method sub}
       22    0.000    0.000    0.000    0.000 {getattr}
   594968    1.209    0.000    1.209    0.000 {isinstance}
   158784    0.555    0.000    0.555    0.000 {iter}
12364436/12364156   22.398    0.000   22.399    0.000 {len}
      170    0.000    0.000    0.000    0.000 {max}
    26039    0.053    0.000    0.053    0.000 {method 'add' of 'set' objects}
 16629122   31.396    0.000   31.396    0.000 {method 'append' of 'list' objects}
     1975    0.136    0.000    0.136    0.000 {method 'clear' of 'dict' objects}
       42    0.097    0.002    0.097    0.002 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       21    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    93555    0.238    0.000    0.238    0.000 {method 'endswith' of 'unicode' objects}
  1512750    3.064    0.000    3.064    0.000 {method 'get' of 'dict' objects}
     3497    0.011    0.000    0.011    0.000 {method 'index' of 'list' objects}
   197566    0.379    0.000    0.379    0.000 {method 'items' of 'dict' objects}
   205403    0.521    0.000    0.521    0.000 {method 'join' of 'str' objects}
   437034  144.095    0.000  144.095    0.000 {method 'lower' of 'str' objects}
     8640    0.019    0.000    0.019    0.000 {method 'lower' of 'unicode' objects}
       15    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     3497    0.179    0.000    0.179    0.000 {method 'readline' of 'file' objects}
       68    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
    30302    0.073    0.000    0.073    0.000 {method 'replace' of 'str' objects}
     3497    0.019    0.000    0.019    0.000 {method 'seek' of 'file' objects}
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
   171804    0.923    0.000    0.923    0.000 {method 'split' of 'str' objects}
   164412    0.390    0.000    0.390    0.000 {method 'startswith' of 'str' objects}
    17519    0.042    0.000    0.042    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       63    0.004    0.000    0.004    0.000 {method 'write' of 'file' objects}
   396124    0.948    0.000    0.948    0.000 {min}
       15    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       30    0.004    0.000    0.004    0.000 {nt.stat}
       55    0.008    0.000    0.008    0.000 {open}
  4662093    8.564    0.000    8.564    0.000 {ord}
   197637    0.649    0.000    0.649    0.000 {range}
   
   Finished wiki-stem-wordMatch-keyWords-WordNet.csv
