         47362941 function calls in 230.911 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      377    0.025    0.000    0.025    0.000 {method 'clear' of 'dict' objects}
        8    0.019    0.002    0.019    0.002 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
    19569    0.047    0.000    0.047    0.000 {method 'endswith' of 'str' objects}
   278444    0.567    0.000    0.567    0.000 {method 'get' of 'dict' objects}
     2106    0.007    0.000    0.007    0.000 {method 'index' of 'list' objects}
    37635    0.072    0.000    0.072    0.000 {method 'items' of 'dict' objects}
    40649    0.104    0.000    0.104    0.000 {method 'join' of 'str' objects}
    91316   35.361    0.000   35.361    0.000 {method 'lower' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     2106    0.815    0.000    0.815    0.000 {method 'readline' of 'file' objects}
       17    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
     7161    0.017    0.000    0.017    0.000 {method 'replace' of 'str' objects}
     2106    0.013    0.000    0.013    0.000 {method 'seek' of 'file' objects}
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
   167631    0.889    0.000    0.889    0.000 {method 'split' of 'str' objects}
   160898    0.405    0.000    0.405    0.000 {method 'startswith' of 'str' objects}
    10635    0.025    0.000    0.025    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       12    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
    75480    0.181    0.000    0.181    0.000 {min}
       15    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       30    0.004    0.000    0.004    0.000 {nt.stat}
       21    0.003    0.000    0.003    0.000 {open}
   983887    1.800    0.000    1.800    0.000 {ord}
    37651    0.127    0.000    0.127    0.000 {range}


Finished wiki-wordMatch-keyWords-WordNet.csv

         44028147 function calls in 221.372 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  221.372  221.372 <string>:1(<module>)
       16    2.662    0.166  221.372   13.836 cyttron.py:171(wordMatch)
        1    0.000    0.000  221.372  221.372 cyttron.py:343(listWordMatch)
   150528    1.113    0.000  201.163    0.001 re.py:169(findall)
   150528    3.188    0.000    4.338    0.000 re.py:206(escape)
   150528    2.828    0.000  193.457    0.001 re.py:229(_compile)
   150445    3.409    0.000   12.252    0.000 sre_compile.py:367(_compile_info)
   150445   18.007    0.000   32.539    0.000 sre_compile.py:38(_compile)
   300890    1.349    0.000    1.926    0.000 sre_compile.py:480(isstring)
   150445    1.536    0.000   46.608    0.000 sre_compile.py:486(_code)
   150445    2.698    0.000  188.507    0.001 sre_compile.py:501(compile)
  3852490   15.814    0.000   23.353    0.000 sre_parse.py:144(append)
   150445    6.007    0.000    6.746    0.000 sre_parse.py:146(getwidth)
   150445    0.722    0.000    2.465    0.000 sre_parse.py:184(__init__)
  4303825   29.040    0.000   44.122    0.000 sre_parse.py:188(__next)
   150445    0.351    0.000    0.351    0.000 sre_parse.py:201(match)
  4153380   17.691    0.000   60.070    0.000 sre_parse.py:207(get)
   645719    5.374    0.000    8.649    0.000 sre_parse.py:263(_escape)
   150445    1.829    0.000  130.518    0.001 sre_parse.py:307(_parse_sub)
   150445   30.797    0.000  127.728    0.001 sre_parse.py:385(_parse)
   150445    2.264    0.000  137.191    0.001 sre_parse.py:669(parse)
   150445    0.392    0.000    0.392    0.000 sre_parse.py:73(__init__)
   150445    0.388    0.000    0.388    0.000 sre_parse.py:96(__init__)
   150445    0.759    0.000    0.759    0.000 {_sre.compile}
   150528    6.592    0.000    6.592    0.000 {built-in method findall}
   451335    0.928    0.000    0.928    0.000 {isinstance}
  9404103   17.429    0.000   17.429    0.000 {len}
 12610671   24.219    0.000   24.219    0.000 {method 'append' of 'list' objects}
     1505    0.118    0.000    0.118    0.000 {method 'clear' of 'dict' objects}
       32    0.058    0.002    0.058    0.002 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
  1141076    2.375    0.000    2.375    0.000 {method 'get' of 'dict' objects}
   150445    0.294    0.000    0.294    0.000 {method 'items' of 'dict' objects}
   150538    0.376    0.000    0.376    0.000 {method 'join' of 'str' objects}
   301056   12.863    0.000   12.863    0.000 {method 'lower' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       48    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
   300890    0.739    0.000    0.739    0.000 {min}
       32    0.005    0.000    0.005    0.000 {open}
  3551600    6.661    0.000    6.661    0.000 {ord}
   150580    0.492    0.000    0.492    0.000 {range}


Finished cy-stem-wordMatch.csv
         44025273 function calls in 219.740 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  219.740  219.740 <string>:1(<module>)
       16    2.542    0.159  219.739   13.734 cyttron.py:171(wordMatch)
        1    0.000    0.000  219.740  219.740 cyttron.py:343(listWordMatch)
   150528    1.058    0.000  197.216    0.001 re.py:169(findall)
   150528    3.050    0.000    4.168    0.000 re.py:206(escape)
   150528    2.732    0.000  189.182    0.001 re.py:229(_compile)
   150434    3.316    0.000   11.877    0.000 sre_compile.py:367(_compile_info)
   150434   17.613    0.000   31.890    0.000 sre_compile.py:38(_compile)
   300868    1.307    0.000    1.873    0.000 sre_compile.py:480(isstring)
   150434    1.483    0.000   45.527    0.000 sre_compile.py:486(_code)
   150434    2.613    0.000  184.386    0.001 sre_compile.py:501(compile)
  3852225   15.500    0.000   22.877    0.000 sre_parse.py:144(append)
   150434    5.791    0.000    6.509    0.000 sre_parse.py:146(getwidth)
   150434    0.693    0.000    2.394    0.000 sre_parse.py:184(__init__)
  4303527   28.310    0.000   43.081    0.000 sre_parse.py:188(__next)
   150434    0.338    0.000    0.338    0.000 sre_parse.py:201(match)
  4153093   17.437    0.000   58.817    0.000 sre_parse.py:207(get)
   645685    5.258    0.000    8.483    0.000 sre_parse.py:263(_escape)
   150434    1.777    0.000  127.765    0.001 sre_parse.py:307(_parse_sub)
   150434   30.129    0.000  125.054    0.001 sre_parse.py:385(_parse)
   150434    2.241    0.000  134.323    0.001 sre_parse.py:669(parse)
   150434    0.388    0.000    0.388    0.000 sre_parse.py:73(__init__)
   150434    0.372    0.000    0.372    0.000 sre_parse.py:96(__init__)
   150434    0.714    0.000    0.714    0.000 {_sre.compile}
   150528    6.976    0.000    6.976    0.000 {built-in method findall}
   451302    0.913    0.000    0.913    0.000 {isinstance}
  9403484   17.075    0.000   17.075    0.000 {len}
 12609819   23.750    0.000   23.750    0.000 {method 'append' of 'list' objects}
     1504    0.113    0.000    0.113    0.000 {method 'clear' of 'dict' objects}
       32    0.085    0.003    0.085    0.003 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
  1141030    2.317    0.000    2.317    0.000 {method 'get' of 'dict' objects}
   150434    0.289    0.000    0.289    0.000 {method 'items' of 'dict' objects}
   150542    0.364    0.000    0.364    0.000 {method 'join' of 'str' objects}
   301056   15.443    0.000   15.443    0.000 {method 'lower' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       48    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
   300868    0.718    0.000    0.718    0.000 {min}
       32    0.005    0.000    0.005    0.000 {open}
  3551357    6.548    0.000    6.548    0.000 {ord}
   150578    0.478    0.000    0.478    0.000 {range}


Finished cy-stem-wordMatch-keyWords.csv
         44908818 function calls (44906908 primitive calls) in 378.734 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  378.734  378.734 <string>:1(<module>)
       13    0.000    0.000    0.005    0.000 api.py:184(open)
       13    0.000    0.000    0.000    0.000 api.py:198(encoding)
        1    0.000    0.000    0.000    0.000 api.py:41(__init__)
       16    2.867    0.179  369.667   23.104 cyttron.py:171(wordMatch)
       16    0.217    0.014  378.733   23.671 cyttron.py:224(wordNetWordMatch)
        1    0.001    0.001  378.734  378.734 cyttron.py:350(listWordNetMatch)
       15    0.000    0.000    0.003    0.000 data.py:147(__init__)
       13    0.000    0.000    0.001    0.000 data.py:164(open)
       13    0.000    0.000    0.004    0.000 data.py:173(join)
        1    0.000    0.000    0.000    0.000 data.py:180(__str__)
        1    0.000    0.000    0.005    0.005 data.py:370(find)
       16    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
        7    0.000    0.000    0.002    0.000 genericpath.py:26(isfile)
        7    0.000    0.000    0.001    0.000 genericpath.py:38(isdir)
       16    0.000    0.000    0.171    0.011 internals.py:29(convert_regexp_to_nongrouping)
       48    0.000    0.000    0.021    0.000 internals.py:48(subfunc)
       30    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
       15    0.001    0.000    0.001    0.000 ntpath.py:398(normpath)
       15    0.000    0.000    0.002    0.000 ntpath.py:466(abspath)
       15    0.000    0.000    0.000    0.000 ntpath.py:55(isabs)
       14    0.000    0.000    0.000    0.000 ntpath.py:63(join)
     5992    0.039    0.000    0.138    0.000 re.py:134(match)
    65/17    0.001    0.000    0.155    0.009 re.py:144(sub)
   150544    1.131    0.000  244.139    0.002 re.py:169(findall)
       16    0.000    0.000    0.020    0.001 re.py:188(compile)
   150528    3.412    0.000    4.576    0.000 re.py:206(escape)
   156617    2.875    0.000  190.696    0.001 re.py:229(_compile)
        1    0.000    0.000    0.000    0.000 re.py:251(_compile_repl)
        1    0.000    0.000    0.000    0.000 re.py:271(_subx)
        1    0.000    0.000    0.000    0.000 re.py:277(filter)
       16    0.000    0.000    0.191    0.012 regexp.py:151(__init__)
       16    0.000    0.000    0.191    0.012 regexp.py:33(__init__)
       16    0.000    0.000    0.004    0.000 regexp.py:92(tokenize)
       64    0.001    0.000    0.006    0.000 sre_compile.py:184(_compile_charset)
       64    0.003    0.000    0.004    0.000 sre_compile.py:213(_optimize_charset)
      160    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
      134    0.001    0.000    0.002    0.000 sre_compile.py:360(_simple)
   150526    3.362    0.000   12.057    0.000 sre_compile.py:367(_compile_info)
150843/150526   17.662    0.000   32.030    0.000 sre_compile.py:38(_compile)
   301052    1.339    0.000    1.908    0.000 sre_compile.py:480(isstring)
   150526    1.511    0.000   45.875    0.000 sre_compile.py:486(_code)
   150526    2.668    0.000  185.721    0.001 sre_compile.py:501(compile)
      907    0.004    0.000    0.005    0.000 sre_parse.py:132(__len__)
     1722    0.008    0.000    0.012    0.000 sre_parse.py:136(__getitem__)
      150    0.000    0.000    0.000    0.000 sre_parse.py:140(__setitem__)
  3853275   15.532    0.000   23.043    0.000 sre_parse.py:144(append)
150977/150660    5.879    0.000    6.616    0.000 sre_parse.py:146(getwidth)
   150543    0.735    0.000    2.473    0.000 sre_parse.py:184(__init__)
  4310525   28.500    0.000   43.328    0.000 sre_parse.py:188(__next)
   151339    0.348    0.000    0.351    0.000 sre_parse.py:201(match)
  4159687   17.465    0.000   59.052    0.000 sre_parse.py:207(get)
       32    0.000    0.000    0.000    0.000 sre_parse.py:231(_class_escape)
   646036    5.324    0.000    8.542    0.000 sre_parse.py:263(_escape)
150595/150542    1.828    0.000  128.522    0.001 sre_parse.py:307(_parse_sub)
150724/150671   30.343    0.000  125.755    0.001 sre_parse.py:385(_parse)
150542/150526    2.294    0.000  135.236    0.001 sre_parse.py:669(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:697(parse_template)
        6    0.000    0.000    0.000    0.000 sre_parse.py:704(literal)
   150542    0.417    0.000    0.417    0.000 sre_parse.py:73(__init__)
       53    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:784(expand_template)
       53    0.000    0.000    0.000    0.000 sre_parse.py:89(closegroup)
   150939    0.392    0.000    0.392    0.000 sre_parse.py:96(__init__)
        2    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    6.261    6.261 util.py:42(__load)
        1    0.000    0.000    6.261    6.261 util.py:67(__getattr__)
2543/2362    0.831    0.000    1.314    0.001 wordnet.py:1000(_synset_from_pos_and_line)
     3430    0.090    0.000    2.196    0.001 wordnet.py:1121(synsets)
    13720    0.127    0.000    0.562    0.000 wordnet.py:1305(_morphy)
    13957    0.201    0.000    0.377    0.000 wordnet.py:1316(apply_rules)
    14042    0.050    0.000    0.058    0.000 wordnet.py:1322(filter_forms)
      662    0.003    0.000    0.086    0.000 wordnet.py:140(similar_tos)
     5990    0.032    0.000    0.032    0.000 wordnet.py:206(__init__)
     2543    0.025    0.000    0.025    0.000 wordnet.py:302(__init__)
      662    0.004    0.000    0.084    0.000 wordnet.py:760(_related)
        1    0.000    0.000    6.255    6.255 wordnet.py:797(__init__)
        1    4.494    4.494    6.206    6.206 wordnet.py:838(_load_lemma_pos_offset_map)
        1    0.020    0.020    0.047    0.047 wordnet.py:881(_load_exception_map)
     2543    0.012    0.000    0.019    0.000 wordnet.py:975(_data_file)
10204/9542    0.060    0.000    1.533    0.000 wordnet.py:987(_synset_from_pos_and_offset)
   150526    0.723    0.000    0.723    0.000 {_sre.compile}
   150560   52.554    0.000   52.554    0.000 {built-in method findall}
     5992    0.012    0.000    0.012    0.000 {built-in method groups}
       50    0.000    0.000    0.000    0.000 {built-in method group}
     5992    0.033    0.000    0.033    0.000 {built-in method match}
    65/17    0.001    0.000    0.022    0.001 {built-in method sub}
       17    0.000    0.000    0.000    0.000 {getattr}
   453331    0.926    0.000    0.926    0.000 {isinstance}
   157830    0.544    0.000    0.544    0.000 {iter}
9420612/9420397   17.145    0.000   17.146    0.000 {len}
      130    0.000    0.000    0.000    0.000 {max}
    19359    0.038    0.000    0.038    0.000 {method 'add' of 'set' objects}
 12670600   24.096    0.000   24.096    0.000 {method 'append' of 'list' objects}
     1505    0.102    0.000    0.102    0.000 {method 'clear' of 'dict' objects}
       32    0.079    0.002    0.079    0.002 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
    74357    0.175    0.000    0.175    0.000 {method 'endswith' of 'str' objects}
  1152326    2.337    0.000    2.337    0.000 {method 'get' of 'dict' objects}
     2543    0.008    0.000    0.008    0.000 {method 'index' of 'list' objects}
   150527    0.288    0.000    0.288    0.000 {method 'items' of 'dict' objects}
   156519    0.398    0.000    0.398    0.000 {method 'join' of 'str' objects}
   341037  117.840    0.000  117.840    0.000 {method 'lower' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     2543    0.135    0.000    0.135    0.000 {method 'readline' of 'file' objects}
       53    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
    24603    0.059    0.000    0.059    0.000 {method 'replace' of 'str' objects}
     2543    0.014    0.000    0.014    0.000 {method 'seek' of 'file' objects}
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
   168942    0.906    0.000    0.906    0.000 {method 'split' of 'str' objects}
   161946    0.386    0.000    0.386    0.000 {method 'startswith' of 'str' objects}
    12703    0.031    0.000    0.031    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       48    0.003    0.000    0.003    0.000 {method 'write' of 'file' objects}
   301816    0.736    0.000    0.736    0.000 {min}
       15    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       30    0.004    0.000    0.004    0.000 {nt.stat}
       45    0.007    0.000    0.007    0.000 {open}
  3552057    6.537    0.000    6.537    0.000 {ord}
   150582    0.508    0.000    0.508    0.000 {range}


Finished cy-stem-wordMatch-keyWords-WordNet.csv


         11008032 function calls in 157.110 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  157.110  157.110 <string>:1(<module>)
        4    0.835    0.209  157.110   39.277 cyttron.py:171(wordMatch)
        1    0.000    0.000  157.110  157.110 cyttron.py:343(listWordMatch)
    37632    0.301    0.000   85.141    0.002 re.py:169(findall)
    37632    0.976    0.000    1.278    0.000 re.py:206(escape)
    37632    0.759    0.000   48.117    0.001 re.py:229(_compile)
    37612    0.852    0.000    3.035    0.000 sre_compile.py:367(_compile_info)
    37612    4.462    0.000    8.063    0.000 sre_compile.py:38(_compile)
    75224    0.353    0.000    0.498    0.000 sre_compile.py:480(isstring)
    37612    0.385    0.000   11.552    0.000 sre_compile.py:486(_code)
    37612    0.689    0.000   46.808    0.001 sre_compile.py:501(compile)
   963144    3.920    0.000    5.796    0.000 sre_parse.py:144(append)
    37612    1.482    0.000    1.669    0.000 sre_parse.py:146(getwidth)
    37612    0.202    0.000    0.654    0.000 sre_parse.py:184(__init__)
  1075980    7.169    0.000   10.895    0.000 sre_parse.py:188(__next)
    37612    0.090    0.000    0.090    0.000 sre_parse.py:201(match)
  1038368    4.369    0.000   14.812    0.000 sre_parse.py:207(get)
   161432    1.328    0.000    2.143    0.000 sre_parse.py:263(_escape)
    37612    0.460    0.000   32.318    0.001 sre_parse.py:307(_parse_sub)
    37612    7.659    0.000   31.609    0.001 sre_parse.py:385(_parse)
    37612    0.598    0.000   34.071    0.001 sre_parse.py:669(parse)
    37612    0.115    0.000    0.115    0.000 sre_parse.py:73(__init__)
    37612    0.100    0.000    0.100    0.000 sre_parse.py:96(__init__)
    37612    0.185    0.000    0.185    0.000 {_sre.compile}
    37632   36.724    0.001   36.724    0.001 {built-in method findall}
   112836    0.236    0.000    0.236    0.000 {isinstance}
  2351085    4.317    0.000    4.317    0.000 {len}
  3153410    6.006    0.000    6.006    0.000 {method 'append' of 'list' objects}
      376    0.029    0.000    0.029    0.000 {method 'clear' of 'dict' objects}
        8    0.028    0.004    0.028    0.004 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
   285272    0.593    0.000    0.593    0.000 {method 'get' of 'dict' objects}
    37612    0.074    0.000    0.074    0.000 {method 'items' of 'dict' objects}
    37640    0.097    0.000    0.097    0.000 {method 'join' of 'str' objects}
    75264   69.751    0.001   69.751    0.001 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       12    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
    75224    0.187    0.000    0.187    0.000 {min}
        8    0.002    0.000    0.002    0.000 {open}
   887920    1.647    0.000    1.647    0.000 {ord}
    37718    0.132    0.000    0.132    0.000 {range}


Finished wiki-stem-wordMatch.csv
         57784954 function calls in 286.848 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  286.848  286.848 <string>:1(<module>)
       21    3.343    0.159  286.847   13.659 cyttron.py:171(wordMatch)
        1    0.000    0.000  286.848  286.848 cyttron.py:343(listWordMatch)
   197568    1.390    0.000  258.565    0.001 re.py:169(findall)
   197568    3.973    0.000    5.438    0.000 re.py:206(escape)
   197568    3.580    0.000  248.531    0.001 re.py:229(_compile)
   197451    4.366    0.000   15.586    0.000 sre_compile.py:367(_compile_info)
   197451   23.165    0.000   41.935    0.000 sre_compile.py:38(_compile)
   394902    1.721    0.000    2.466    0.000 sre_compile.py:480(isstring)
   197451    1.965    0.000   59.848    0.000 sre_compile.py:486(_code)
   197451    3.366    0.000  242.245    0.001 sre_compile.py:501(compile)
  5056204   20.363    0.000   30.051    0.000 sre_parse.py:144(append)
   197451    7.566    0.000    8.507    0.000 sre_parse.py:146(getwidth)
   197451    0.912    0.000    3.135    0.000 sre_parse.py:184(__init__)
  5648557   37.265    0.000   56.766    0.000 sre_parse.py:188(__next)
   197451    0.442    0.000    0.442    0.000 sre_parse.py:201(match)
  5451106   22.880    0.000   77.424    0.000 sre_parse.py:207(get)
   847482    6.896    0.000   11.103    0.000 sre_parse.py:263(_escape)
   197451    2.341    0.000  167.980    0.001 sre_parse.py:307(_parse_sub)
   197451   39.626    0.000  164.413    0.001 sre_parse.py:385(_parse)
   197451    2.876    0.000  176.509    0.001 sre_parse.py:669(parse)
   197451    0.513    0.000    0.513    0.000 sre_parse.py:73(__init__)
   197451    0.487    0.000    0.487    0.000 sre_parse.py:96(__init__)
   197451    0.929    0.000    0.929    0.000 {_sre.compile}
   197568    8.643    0.000    8.643    0.000 {built-in method findall}
   592353    1.202    0.000    1.202    0.000 {isinstance}
 12342448   22.535    0.000   22.535    0.000 {len}
 16550928   31.221    0.000   31.221    0.000 {method 'append' of 'list' objects}
     1975    0.146    0.000    0.146    0.000 {method 'clear' of 'dict' objects}
       42    0.093    0.002    0.093    0.002 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       21    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
  1497630    3.015    0.000    3.015    0.000 {method 'get' of 'dict' objects}
   197451    0.382    0.000    0.382    0.000 {method 'items' of 'dict' objects}
   197590    0.478    0.000    0.478    0.000 {method 'join' of 'str' objects}
   395136   19.034    0.000   19.034    0.000 {method 'lower' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       63    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
   394902    0.941    0.000    0.941    0.000 {min}
       42    0.007    0.000    0.007    0.000 {open}
  4661302    8.561    0.000    8.561    0.000 {ord}
   197640    0.622    0.000    0.622    0.000 {range}


Finished wiki-stem-wordMatch-keyWords.csv
         58787916 function calls (58785414 primitive calls) in 478.589 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000  478.589  478.589 <string>:1(<module>)
       13    0.000    0.000    0.006    0.000 api.py:184(open)
       13    0.000    0.000    0.000    0.000 api.py:198(encoding)
        1    0.000    0.000    0.000    0.000 api.py:41(__init__)
       21    3.712    0.177  468.736   22.321 cyttron.py:171(wordMatch)
       21    0.270    0.013  478.588   22.790 cyttron.py:224(wordNetWordMatch)
        1    0.001    0.001  478.589  478.589 cyttron.py:350(listWordNetMatch)
       15    0.000    0.000    0.004    0.000 data.py:147(__init__)
       13    0.000    0.000    0.002    0.000 data.py:164(open)
       13    0.000    0.000    0.004    0.000 data.py:173(join)
        1    0.000    0.000    0.000    0.000 data.py:180(__str__)
        1    0.000    0.000    0.005    0.005 data.py:370(find)
       16    0.000    0.000    0.002    0.000 genericpath.py:15(exists)
        7    0.000    0.000    0.002    0.000 genericpath.py:26(isfile)
        7    0.000    0.000    0.001    0.000 genericpath.py:38(isdir)
       21    0.000    0.000    0.225    0.011 internals.py:29(convert_regexp_to_nongrouping)
       63    0.000    0.000    0.028    0.000 internals.py:48(subfunc)
       30    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
       15    0.001    0.000    0.001    0.000 ntpath.py:398(normpath)
       15    0.000    0.000    0.002    0.000 ntpath.py:466(abspath)
       15    0.000    0.000    0.000    0.000 ntpath.py:55(isabs)
       14    0.000    0.000    0.000    0.000 ntpath.py:63(join)
     8116    0.053    0.000    0.186    0.000 re.py:134(match)
    85/22    0.001    0.000    0.203    0.009 re.py:144(sub)
   197589    1.475    0.000  314.696    0.002 re.py:169(findall)
       21    0.000    0.000    0.026    0.001 re.py:188(compile)
   197568    4.384    0.000    5.893    0.000 re.py:206(escape)
   205811    3.769    0.000  249.052    0.001 re.py:229(_compile)
        1    0.000    0.000    0.000    0.000 re.py:251(_compile_repl)
        1    0.000    0.000    0.000    0.000 re.py:271(_subx)
        1    0.000    0.000    0.000    0.000 re.py:277(filter)
       21    0.000    0.000    0.251    0.012 regexp.py:151(__init__)
       21    0.000    0.000    0.251    0.012 regexp.py:33(__init__)
       21    0.000    0.000    0.005    0.000 regexp.py:92(tokenize)
       84    0.002    0.000    0.007    0.000 sre_compile.py:184(_compile_charset)
       84    0.004    0.000    0.005    0.000 sre_compile.py:213(_optimize_charset)
      210    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
      174    0.001    0.000    0.002    0.000 sre_compile.py:360(_simple)
   197565    4.391    0.000   15.746    0.000 sre_compile.py:367(_compile_info)
197977/197565   23.056    0.000   41.811    0.000 sre_compile.py:38(_compile)
   395130    1.743    0.000    2.487    0.000 sre_compile.py:480(isstring)
   197565    1.986    0.000   59.903    0.000 sre_compile.py:486(_code)
   197565    3.520    0.000  242.535    0.001 sre_compile.py:501(compile)
     1182    0.005    0.000    0.007    0.000 sre_parse.py:132(__len__)
     2242    0.010    0.000    0.016    0.000 sre_parse.py:136(__getitem__)
      195    0.000    0.000    0.000    0.000 sre_parse.py:140(__setitem__)
  5057439   20.334    0.000   30.086    0.000 sre_parse.py:144(append)
198151/197739    7.691    0.000    8.639    0.000 sre_parse.py:146(getwidth)
   197587    0.965    0.000    3.240    0.000 sre_parse.py:184(__init__)
  5657571   37.177    0.000   56.537    0.000 sre_parse.py:188(__next)
   198623    0.449    0.000    0.453    0.000 sre_parse.py:201(match)
  5459599   22.769    0.000   77.027    0.000 sre_parse.py:207(get)
       42    0.000    0.000    0.000    0.000 sre_parse.py:231(_class_escape)
   847924    6.914    0.000   11.130    0.000 sre_parse.py:263(_escape)
197654/197586    2.408    0.000  167.792    0.001 sre_parse.py:307(_parse_sub)
197823/197755   39.664    0.000  164.157    0.001 sre_parse.py:385(_parse)
197586/197565    3.014    0.000  176.590    0.001 sre_parse.py:669(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:697(parse_template)
        6    0.000    0.000    0.000    0.000 sre_parse.py:704(literal)
   197586    0.546    0.000    0.546    0.000 sre_parse.py:73(__init__)
       68    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:784(expand_template)
       68    0.000    0.000    0.000    0.000 sre_parse.py:89(closegroup)
   198103    0.504    0.000    0.504    0.000 sre_parse.py:96(__init__)
        2    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    6.250    6.250 util.py:42(__load)
        1    0.000    0.000    6.250    6.250 util.py:67(__getattr__)
3497/3247    0.681    0.000    1.683    0.001 wordnet.py:1000(_synset_from_pos_and_line)
     4320    0.114    0.000    2.833    0.001 wordnet.py:1121(synsets)
    17280    0.160    0.000    0.732    0.000 wordnet.py:1305(_morphy)
    17573    0.255    0.000    0.494    0.000 wordnet.py:1316(apply_rules)
    17663    0.069    0.000    0.079    0.000 wordnet.py:1322(filter_forms)
      865    0.004    0.000    0.116    0.000 wordnet.py:140(similar_tos)
     8114    0.047    0.000    0.047    0.000 wordnet.py:206(__init__)
     3497    0.364    0.000    0.364    0.000 wordnet.py:302(__init__)
      865    0.011    0.000    0.113    0.000 wordnet.py:760(_related)
        1    0.000    0.000    6.243    6.243 wordnet.py:797(__init__)
        1    4.490    4.490    6.193    6.193 wordnet.py:838(_load_lemma_pos_offset_map)
        1    0.020    0.020    0.049    0.049 wordnet.py:881(_load_exception_map)
     3497    0.017    0.000    0.025    0.000 wordnet.py:975(_data_file)
12622/11757    0.079    0.000    1.973    0.000 wordnet.py:987(_synset_from_pos_and_offset)
   197565    0.930    0.000    0.930    0.000 {_sre.compile}
   197610   64.489    0.000   64.489    0.000 {built-in method findall}
